Hours Worked,Inflation,New CB-Supplied Money,Real Exchange Rate,Real Money Holdings,Non-Resource GDP,Public Capital Stock,Hours Worked (Flex. Price Model),Domestic Debt,Consumption,Domestic-to-Import Ratio (Intermediates),Gdp
-0.0004992700981771,-0.0006507537075545,0.000697409571394,0.0003626406374036,0.0031806372289534,-0.0009196784459935,-0.0007784756017066,0.0002459441151293,-0.0004981105340768,0.0001662199675471,0.0036405462219048,-0.0035779189902492
-9.382242575566302e-05,0.0004111993658524,-0.0031275810698604,0.0010801983732133,-0.0025037092179336,-0.0008689823973485,-0.0013744190105174,6.048181100681837e-06,0.0015222348885379,-0.0001027314944252,0.0086537461330004,-0.0025247146719047
7.957911484733237e-05,0.0004259634787444,-0.0012764967352235,0.0012648952284394,-0.0020807560373573,-0.0007847972007991,-0.0018423512420916,-1.430550981798007e-05,0.0021672025870727,-0.0001798324122221,0.009877751873932,-0.0019932941962993
0.0001128454403657,0.0003267111616987,0.0006492392327867,0.0012473802301144,-0.0013374377825288,-0.0007475432756045,-0.002220159259268,-1.81189615854116e-06,0.0023091826967549,-0.000224479636782,0.0096627008436555,-0.0017234386781625
0.0001036829003514,0.0002222884285089,0.0021602988488568,0.0011768754834716,-0.0007701075814913,-0.0007262023277293,-0.0025259226784387,1.459625759489658e-05,0.0022047240857449,-0.000257999450392,0.0090768292440008,-0.0015426783437796
8.638113009156622e-05,0.0001327290815648,0.0033078962365978,0.0011027486755589,-0.0003807259534335,-0.0007075890544238,-0.0027697031202909,2.961280128169097e-05,0.0019986819679385,-0.0002859190384355,0.0084743807020005,-0.0013893575485606
7.374291948049727e-05,6.23388625956145e-05,0.0041660332415811,0.0010404398677504,-0.0001398691993902,-0.0006893398972092,-0.0029596242562934,4.271839287565804e-05,0.0017607515287566,-0.0003106890159927,0.007964471088228,-0.0012476141061496
6.697933011551527e-05,1.025447583336891e-05,0.0048116339577181,0.0009917338393514,-1.337368598429478e-05,-0.0006711172853786,-0.0031023556180749,5.366441194138538e-05,0.0015276043991418,-0.0003337106198423,0.0075582106843588,-0.0011117188320795
6.422485252915777e-05,-2.905411110426748e-05,0.0053154930720924,0.0009538836776999,4.444075853325735e-05,-0.000653262173953,-0.0032040582202049,6.274955236944546e-05,0.0013115127567663,-0.0003550131922159,0.0072344770946651,-0.0009826984571232
6.427115755709422e-05,-6.002661225960715e-05,0.0057314565205494,0.00092407380979,7.0024137730762e-05,-0.0006355291788247,-0.0032699128710028,7.008690381704596e-05,0.0011156094729434,-0.0003744956612224,0.0069734233633802,-0.0008600774879807
6.687722114113282e-05,-8.598630934051998e-05,0.0060866253183975,0.0009006792440829,8.28092174089612e-05,-0.0006178942202996,-0.0033045071813636,7.59524978303805e-05,0.0009375209596071,-0.0003919443495709,0.0067643850238793,-0.0007444806284303
6.906652987606065e-05,-0.000107521690824,0.0063805019135661,0.0008817150073447,7.723894800890641e-05,-0.0006016919157968,-0.0033127874174269,8.06933908805929e-05,0.0007769140694165,-0.0004075975492376,0.0065910701529204,-0.0006395201534069
7.04847859273583e-05,-0.0001257859500816,0.0066349839255045,0.000865528896312,6.650959509271637e-05,-0.0005864956073569,-0.0032988205440476,8.424380702744205e-05,0.0006330421796802,-0.0004216526586797,0.0064402144033571,-0.0005431398638453
7.286057194065165e-05,-0.0001425136339622,0.0068646815417234,0.0008515790459441,6.27255242390401e-05,-0.0005718126725147,-0.0032659763011418,8.679840166601949e-05,0.0005022597686428,-0.0004339401188223,0.0063089375090808,-0.0004542753004686
7.585762493039994e-05,-0.0001572799817786,0.0070643312850984,0.0008398740568697,5.82526144843154e-05,-0.0005579893819272,-0.0032174180313464,8.856046479670532e-05,0.0003836917262755,-0.0004446792065649,0.0061975397574356,-0.0003733448941089
7.855255458373289e-05,-0.0001698081881672,0.0072330825418574,0.0008300342350755,4.826129650738586e-05,-0.0005451231326439,-0.0031559277722351,8.957951825969257e-05,0.0002771756397084,-0.0004541777551458,0.0061024846689355,-0.0002996552800595
8.10436585878893e-05,-0.000181089095373,0.0073806585480319,0.0008215794460402,4.04103909133191e-05,-0.0005329767056912,-0.0030839295025672,8.99891680300291e-05,0.0001807156755137,-0.0004623722954736,0.0060200776433106,-0.0002326339710623
8.309615646517e-05,-0.0001911636968927,0.0075072493389977,0.0008143980069679,3.316578697007522e-05,-0.000521487739094,-0.0030035308215019,8.985712644940858e-05,9.33506720604127e-05,-0.0004693921989631,0.0059492656921061,-0.0001716492261312
8.444858583236403e-05,-0.0002000266277587,0.007613744741902,0.0008081451610367,2.541060080185176e-05,-0.0005105820809484,-0.0029165434616414,8.926220577325949e-05,1.446530645252242e-05,-0.0004753700433676,0.0058869616710973,-0.0001160198931822
8.454557772405113e-05,-0.0002078159182563,0.0077020832084979,0.0008023301476445,1.709735352024566e-05,-0.00050019295669,-0.0028245207976343,8.826452408402297e-05,-5.663169212178243e-05,-0.0004804180072834,0.00582892197603,-6.515634071325493e-05
8.653196681080556e-05,-0.0002157801385683,0.0077845881841786,0.000797515068015,2.092205758301269e-05,-0.0004901128887897,-0.0027288684920432,8.698993507865183e-05,-0.0001232309975854,-0.0004842987422258,0.0057807533065747,-1.915699032531304e-05
8.797830160023779e-05,-0.0002214506708914,0.0078406648772385,0.0007936556485124,1.242550908688855e-05,-0.00048072892426,-0.0026307644245672,8.541154415587559e-05,-0.0001816063796918,-0.0004876453692958,0.0057409456913515,2.278894575250323e-05
8.976049371843153e-05,-0.000226743221572,0.0078883809612338,0.0007904754736471,8.7588160677754e-06,-0.0004717641615781,-0.0025312473375729,8.363167757816203e-05,-0.000234665824676,-0.0004901929575967,0.0057078267045197,6.072090945226982e-05
9.011400372186174e-05,-0.0002307894712018,0.0079192716032901,0.0007875532007376,-3.203139948126932e-07,-0.0004632138345409,-0.00243110582473,8.164155652452099e-05,-0.0002812831494211,-0.0004922200415178,0.0056772363091358,9.557234588775996e-05
8.770310433028338e-05,-0.0002342071661592,0.0079382224153002,0.0007839176952796,-1.121826627213274e-05,-0.000454923175608,-0.0023309462710697,7.947148825417472e-05,-0.0003224673183926,-0.0004937206043587,0.005641149678476,0.000127833373149
8.918316236075085e-05,-0.0002396611588896,0.0079688936602604,0.0007808885507316,3.946061294373137e-06,-0.0004466701283954,-0.0022315964414685,7.730863236999231e-05,-0.000364797380289,-0.000494019016798,0.0056121133837467,0.0001560095169775
8.809124312563642e-05,-0.0002410261829967,0.0079616719602079,0.0007779480511981,-1.256770236527594e-05,-0.0004390041199451,-0.002133307834861,7.493167555088221e-05,-0.0003977463359517,-0.0004945837227179,0.0055829047146812,0.0001831288394494
8.712377688329553e-05,-0.0002435914005567,0.0079612263369041,0.0007742434247181,-1.377803338593608e-05,-0.0004315583894545,-0.0020366117754765,7.255831416839608e-05,-0.0004292331194961,-0.0004943880912218,0.0055489597226496,0.0002070171392665
8.972559145527192e-05,-0.0002465317705555,0.0079609040846692,0.0007713159183336,-5.285198832662985e-06,-0.0004244220720982,-0.0019420605112228,7.020137283876515e-05,-0.0004598759290153,-0.0004935105999644,0.005522856471675,0.0002276393010422
8.988570845586352e-05,-0.0002461168448161,0.0079318162442,0.0007684442901379,-2.288752002990613e-05,-0.0004179962913814,-0.0018498116620045,6.773134197204377e-05,-0.0004821623774846,-0.0004929211975601,0.0054969585057976,0.000246869542599
8.838392545915675e-05,-0.0002465919527667,0.0079083495545947,0.0007645758006885,-3.063109210332371e-05,-0.0004115891346603,-0.0017599829366436,6.526489753176712e-05,-0.0005023212940259,-0.0004918756603331,0.005463590373354,0.0002645355046884
8.861114421514494e-05,-0.0002483006853025,0.0078913726742171,0.0007606144455243,-2.460076125131216e-05,-0.0004054127965518,-0.0016729477427145,6.286413703188832e-05,-0.0005231597272039,-0.0004901889065742,0.005430931138107,0.0002793282043576
9.047045345507598e-05,-0.0002488316268862,0.0078639668896599,0.0007573372104041,-2.439154832526214e-05,-0.0003996805996464,-0.0015889172794167,6.048135573808455e-05,-0.0005411120051491,-0.0004883696489479,0.0054043905711989,0.0002922209202689
8.945184251544446e-05,-0.0002472904736317,0.0078198698451008,0.0007535499905108,-4.078396422340092e-05,-0.0003943415776927,-0.0015077693519521,5.806022830694424e-05,-0.000552977919451,-0.0004868128916369,0.0053733333517747,0.0003046830772465
8.953409684815839e-05,-0.0002481296163595,0.007792073780914,0.0007494173344068,-3.515346402235053e-05,-0.0003888943256443,-0.0014296791268163,5.574443304368959e-05,-0.0005669588468909,-0.0004845124554276,0.0053407747952612,0.0003150514984625
8.979507230716166e-05,-0.0002478307913485,0.0077531243841374,0.0007454725150682,-3.732022165990223e-05,-0.0003837812085652,-0.0013546854661711,5.345481952315989e-05,-0.0005783636499433,-0.0004821800440206,0.0053100023924847,0.0003242136258831
8.913202664716736e-05,-0.000247064018308,0.0077093348748598,0.0007413528645269,-4.216796533667022e-05,-0.0003788297796889,-0.0012827382383209,5.120202884181246e-05,-0.000587468316574,-0.000479751606671,0.005278024216675,0.0003325266127912
8.772893614019672e-05,-0.0002465364398404,0.0076657962933044,0.0007368734116329,-4.39983561025592e-05,-0.0003737712225872,-0.0012136945427249,4.89986122483943e-05,-0.0005956540253921,-0.0004771143488171,0.0052431890611405,0.0003405045345304
8.69679225734643e-05,-0.0002463982582413,0.0076233787214147,0.0007322990015506,-4.098481016591826e-05,-0.0003688801385782,-0.0011476294081044,4.687965782026015e-05,-0.0006040323282786,-0.0004742009074008,0.0052082589449574,0.0003470206550995
8.72989132398283e-05,-0.0002455848487744,0.0075759870013031,0.0007279146577896,-4.106054239579216e-05,-0.0003642813344354,-0.0010845504194922,4.481890561861768e-05,-0.0006108972820708,-0.0004712636178778,0.0051751832005938,0.0003524951678498
